"lonely_obs","male","agea","mnactic","domicil","hhmmb","eduyrs","trust_other","health","netustm","aesfdrk","hlthhmp","hincfel"
"0",0,87,"Housework","village",3,9,2.2,3,0,2,0,2
"0",0,63,"PaidWork","town",3,15,1.8,2,0,2,0,1
"0",0,75,"Retired","village",2,18,0.9,2,0,2,0,1
"0",0,29,"PaidWork","village",5,19,1.3,1,510,3,0,2
"0",0,79,"Housework","village",2,12,1.2,2,0,1,0,2
"0",0,73,"Retired","village",3,12,1.4,4,0,1,0,1
"0",1,38,"PaidWork","town",2,25,1.4,2,900,1,0,1
"0",1,62,"PaidWork","village",5,8,1.4,2,0,3,0,3
"1",0,46,"PaidWork","village",3,20,1.5,2,240,3,0,1
"1",1,62,"PaidWork","village",2,14,1.4,3,60,3,0,2
"1",0,84,"Housework","village",1,6,1.3,4,0,2,1,2
"0",1,23,"PaidWork","village",2,12,1.3,2,300,2,0,1
"1",1,54,"sickDisabled","bigcity",2,12,1,3,240,1,1,3
"0",0,44,"Housework","village",4,20,1.8,2,120,1,0,2
"0",1,50,"PaidWork","bigcity",4,10,1.6,3,60,2,0,3
"1",1,59,"PaidWork","town",1,8,1.3,2,360,1,0,1
"0",1,68,"Retired","bigcity",3,16,1.7,2,360,2,0,1
"0",1,16,"Education","village",6,10,1.4,1,300,1,0,1
"0",1,61,"PaidWork","town",3,12,1.7,2,480,1,0,2
"0",0,60,"Unemployed","bigcity",2,8,1.6,3,60,2,0,2
"0",0,34,"PaidWork","suburb",3,18,1,3,600,2,0,1
"0",0,63,"Retired","bigcity",3,23,2.1,2,120,4,0,1
"0",1,45,"PaidWork","town",3,24,2.2,1,120,1,0,2
"0",0,51,"Housework","village",2,12,1,1,180,1,0,1
"0",0,43,"PaidWork","village",5,14,0.9,1,120,3,0,1
"0",0,69,"Housework","village",2,2,0.7,3,0,3,0,3
"0",0,72,"Housework","village",2,6,2.7,3,0,4,0,1
"0",0,64,"PaidWork","bigcity",1,12,2.7,1,180,3,0,2
"1",1,19,"Education","village",3,16,2.1,1,270,1,0,3
"0",1,72,"Retired","village",2,10,0.2,2,0,2,0,1
"0",0,51,"PaidWork","town",3,17,1.4,2,120,3,0,1
"1",1,54,"PaidWork","village",3,12,0.9,3,180,1,0,2
"0",1,68,"Retired","village",2,9,1.7,2,30,1,0,2
"0",0,43,"PaidWork","bigcity",1,25,1.9,3,300,1,1,1
"0",0,37,"PaidWork","village",3,14,1.2,2,720,2,0,2
"0",1,74,"Retired","bigcity",2,14,2,3,60,2,0,2
"0",1,80,"Retired","town",2,4,2.4,4,0,2,1,2
"0",1,84,"Retired","village",3,10,2.6,1,0,1,0,1
"1",0,80,"Retired","suburb",1,7,1.3,3,60,4,1,1
"0",0,42,"PaidWork","town",4,20,2,3,540,2,0,1
"0",0,66,"Retired","town",2,20,2.1,3,60,2,1,1
"0",0,48,"PaidWork","countryside",3,15,2.5,1,120,2,0,2
"0",1,45,"PaidWork","town",3,14,1,3,420,1,0,2
"0",0,46,"PaidWork","village",5,10,0.7,1,120,1,0,2
"1",0,63,"PaidWork","village",2,16,1.2,3,360,4,0,2
"0",1,56,"PaidWork","town",1,15,1.7,3,0,2,0,1
"0",1,48,"PaidWork","town",4,15,1.4,2,90,2,0,1
"0",0,38,"Unemployed","bigcity",3,13,2.2,2,180,2,0,4
"1",1,19,"Education","town",3,12,1.5,2,240,3,0,1
"1",1,21,"PaidWork","village",3,10,1.9,1,0,1,0,3
"0",1,27,"PaidWork","village",5,11,1.7,2,480,1,0,3
"1",1,27,"PaidWork","bigcity",4,15,1.9,3,480,2,0,3
"1",0,57,"Housework","village",4,9,1.8,2,90,3,1,3
"0",0,20,"Unemployed","bigcity",4,15,1.1,2,300,3,0,3
"0",1,64,"Retired","bigcity",2,9,2.4,2,90,2,0,1
"1",1,52,"Unemployed","village",2,15,0.5,2,15,1,0,3
"0",0,63,"Housework","village",2,9,1.5,4,0,1,0,1
"0",0,35,"PaidWork","bigcity",2,11,1.8,3,240,2,0,3
"1",0,48,"PaidWork","village",4,15,1.3,2,30,1,0,2
"0",1,21,"Education","town",4,16,2,2,210,2,0,2
"0",0,45,"PaidWork","village",4,19,2.1,2,60,2,0,1
"1",0,17,"Education","village",5,11,1.8,1,150,2,0,2
"1",0,71,"Retired","town",1,17,1.8,2,300,2,0,1
"0",1,61,"sickDisabled","village",1,8,1.2,1,120,1,1,3
"0",1,54,"PaidWork","suburb",1,20,0.5,1,480,1,0,2
"1",0,77,"Retired","suburb",6,12,2.4,4,0,3,1,3
"0",0,63,"PaidWork","bigcity",2,12,2.2,2,240,2,0,2
"0",0,42,"Housework","town",6,14,2,4,60,1,0,2
"0",1,57,"PaidWork","town",3,24,0.6,2,60,2,0,1
"0",0,37,"PaidWork","village",4,14,1.4,2,180,1,0,2
"0",1,67,"Retired","village",2,10,2,2,30,2,0,2
"0",1,40,"PaidWork","town",3,15,1.2,3,180,1,0,1
"0",0,21,"Education","bigcity",4,17,2.1,1,540,2,0,1
"0",1,51,"PaidWork","bigcity",4,40,1.6,1,720,1,0,2
"0",1,74,"Retired","village",3,9,2.3,2,120,1,1,1
"0",1,87,"Retired","town",2,15,2.2,3,0,2,0,1
"0",0,44,"PaidWork","village",4,24,1.5,2,180,2,0,1
"0",1,32,"PaidWork","village",3,12,0.8,2,60,2,0,3
"0",1,45,"PaidWork","town",3,25,1.4,2,120,2,0,2
"0",1,25,"PaidWork","bigcity",1,21,1.5,1,600,2,0,2
"0",1,80,"Retired","village",2,3,1.3,2,0,1,0,2
"0",0,41,"Unemployed","village",2,12,1.5,1,120,1,1,3
"0",1,54,"PaidWork","bigcity",4,13,1.7,2,180,1,0,1
"0",0,45,"PaidWork","bigcity",3,27,2.1,2,240,1,0,1
"0",0,19,"Education","village",3,13,1.8,2,180,3,0,1
"0",1,50,"PaidWork","bigcity",4,20,0.9,3,600,1,0,2
"0",0,22,"Education","village",4,18,1.4,1,300,2,0,1
"0",1,16,"Education","town",4,10,2.1,2,270,1,0,1
"1",0,84,"Housework","bigcity",2,0,1.9,5,0,3,1,3
"0",1,64,"PaidWork","bigcity",3,10,0.3,3,0,2,0,2
"0",1,51,"PaidWork","suburb",2,19,1,1,180,1,0,3
"1",0,48,"sickDisabled","suburb",4,12,1.7,2,240,2,0,2
"1",1,24,"PaidWork","bigcity",5,21,0.9,2,720,3,0,1
"0",1,42,"PaidWork","town",3,13,1.5,2,180,2,0,1
"0",1,69,"Retired","suburb",2,8,2.1,2,60,2,0,1
"0",1,46,"PaidWork","village",3,12,0.9,3,180,3,0,3
"0",0,55,"Other","village",2,13,0.9,4,120,2,1,3
"0",0,43,"PaidWork","suburb",5,15,0.4,2,180,2,0,2
"0",1,40,"PaidWork","town",3,12,1.7,2,240,2,0,3
"0",0,71,"Housework","town",3,6,1.9,2,90,1,0,1
"0",1,76,"Retired","town",2,8,1,4,15,2,1,1
"1",1,38,"PaidWork","town",2,15,1.3,1,360,1,0,1
"0",1,49,"PaidWork","village",4,13,2,1,180,2,0,1
"0",1,71,"Retired","bigcity",2,11,1.5,2,0,2,0,2
"1",1,50,"PaidWork","town",5,13,1.3,2,60,2,1,2
"0",1,79,"Retired","village",2,8,2.2,2,0,2,0,2
"1",1,37,"PaidWork","town",2,21,1.7,2,600,2,0,2
"0",0,60,"Housework","village",3,10,1.7,3,0,1,1,2
"0",0,63,"Unemployed","town",2,14,1.8,3,50,1,0,1
"0",0,33,"PaidWork","bigcity",8,19,0.6,2,360,2,0,2
"1",0,83,"Retired","town",1,8,1.7,3,0,1,1,3
"0",0,20,"Education","village",3,16,1.3,4,600,3,1,2
"0",0,47,"PaidWork","bigcity",3,23,1.7,2,0,2,0,1
"0",0,16,"Education","village",6,13,1.8,2,300,2,0,1
"0",0,49,"Housework","village",2,8,1.9,5,0,1,1,1
"0",0,25,"PaidWork","village",4,21,1.2,1,720,1,0,1
"0",0,21,"Education","village",3,18,1.3,2,720,1,0,2
"1",0,23,"PaidWork","town",5,20,0.9,2,240,3,0,1
"1",0,56,"Housework","village",3,12,2.2,3,60,2,0,3
"0",0,43,"PaidWork","bigcity",3,15,1,2,120,2,0,1
"1",1,26,"Education","suburb",3,21,1.7,2,720,1,0,2
"1",0,37,"PaidWork","bigcity",4,12,1.7,5,360,1,1,3
"0",1,55,"PaidWork","town",4,19,1.8,1,120,1,0,1
"0",0,56,"PaidWork","village",3,14,1.9,1,360,1,0,2
"0",0,24,"PaidWork","town",5,14,1.9,2,240,2,0,1
"0",1,21,"Education","village",4,14,1.1,2,660,1,0,1
"1",0,26,"PaidWork","town",4,18,1.9,1,210,2,0,2
"1",0,25,"PaidWork","bigcity",3,19,2.1,1,420,2,0,2
"1",0,27,"Education","bigcity",3,15,1.4,2,300,2,0,2
"1",0,62,"PaidWork","village",2,15,2,3,90,2,0,2
"0",0,23,"PaidWork","village",4,19,1.8,1,240,1,0,1
"0",1,32,"PaidWork","village",1,13,1.3,1,900,2,0,2
"0",1,34,"PaidWork","town",4,19,1.9,1,180,1,0,2
"1",1,51,"PaidWork","bigcity",2,15,2.1,1,360,1,0,1
"0",1,50,"PaidWork","village",4,12,2.3,2,60,1,0,2
"0",1,82,"Retired","village",2,15,1.1,4,0,2,1,1
"0",0,47,"PaidWork","town",4,11,1.9,2,60,1,0,2
"0",1,22,"PaidWork","village",3,13,0,1,180,1,0,2
"0",1,40,"PaidWork","village",5,18,1.6,1,180,1,0,1
"0",0,58,"PaidWork","bigcity",2,22,1.5,3,120,4,0,1
"0",1,67,"Retired","village",2,13,1,2,60,2,0,3
"0",0,78,"Retired","village",1,8,2.1,2,0,2,0,2
"1",1,33,"PaidWork","town",3,19,2,2,360,1,0,1
"0",1,67,"Retired","village",2,10,0.8,2,0,1,0,1
"0",1,43,"PaidWork","village",5,22,1.6,4,600,1,1,2
"1",0,34,"Housework","town",1,9,2.1,3,360,2,1,2
"1",1,33,"PaidWork","bigcity",2,20,1.2,3,540,1,0,1
"0",0,72,"Retired","bigcity",2,16,1.6,1,120,1,0,1
"0",1,77,"Retired","village",2,5,2,4,0,2,0,2
"0",0,24,"Education","town",5,20,1.8,2,360,2,0,2
"0",0,47,"PaidWork","town",4,25,1.8,2,480,1,0,2
"0",0,45,"PaidWork","town",1,14,1.2,2,480,1,0,2
"1",0,62,"PaidWork","bigcity",3,8,1.6,3,60,2,0,3
"0",1,16,"Education","town",6,13,2,1,180,2,0,1
"1",0,30,"PaidWork","bigcity",2,20,1.2,2,300,2,0,2
"0",1,18,"Education","town",4,12,1.4,2,720,1,0,1
"0",0,17,"Education","village",4,10,1.5,2,360,1,0,2
"0",0,58,"sickDisabled","bigcity",2,19,1.9,5,300,2,1,1
"1",1,30,"PaidWork","town",4,17,1.5,3,600,1,1,2
"0",0,64,"Housework","village",4,10,1.8,1,60,2,0,1
"0",0,17,"Education","suburb",2,12,2.2,1,300,2,0,1
"0",1,72,"Retired","town",2,13,0.7,3,120,1,1,1
"0",1,39,"Other","town",2,18,0.5,1,90,1,0,1
"0",1,64,"Retired","village",2,10,1.3,1,240,1,0,3
"1",1,36,"PaidWork","town",4,6,0.8,5,120,4,1,3
"0",1,68,"Retired","bigcity",2,14,2.1,2,0,2,0,1
"0",0,34,"PaidWork","village",2,22,1.5,1,30,1,0,1
"0",0,61,"PaidWork","village",3,9,2,2,0,2,0,2
"1",0,25,"PaidWork","suburb",5,20,1.6,2,300,1,0,1
"0",0,49,"PaidWork","bigcity",3,17,2.1,2,480,2,0,2
"1",0,64,"Housework","bigcity",1,13,2.4,3,120,2,0,2
"1",0,44,"Housework","suburb",3,15,1.2,2,90,2,0,2
"1",1,36,"PaidWork","village",3,8,1.8,3,120,1,1,1
"0",0,66,"Retired","town",2,15,1.7,2,60,2,0,1
"1",0,24,"Education","town",4,17,1.4,2,360,2,0,2
"0",0,85,"Retired","bigcity",1,10,1.2,4,0,4,1,2
"0",0,40,"PaidWork","village",3,27,2.4,1,120,1,0,2
"0",1,84,"Retired","bigcity",2,10,2,3,0,3,1,1
"0",0,66,"Retired","town",2,15,2.4,1,120,1,0,1
"0",1,66,"Retired","village",2,8,2.2,2,0,1,0,1
"0",0,75,"Retired","bigcity",2,7,1.4,1,0,2,0,1
"0",1,28,"Unemployed","town",3,13,1.1,2,720,2,0,2
"0",1,35,"PaidWork","town",3,26,2.1,1,300,1,0,1
"1",1,62,"PaidWork","village",2,10,0.4,2,0,1,0,1
"1",0,84,"Retired","town",1,12,0.5,4,0,4,1,2
"1",0,69,"Retired","bigcity",1,10,1.3,5,60,3,1,2
"0",1,42,"PaidWork","town",6,20,2,2,197,1,0,1
"0",0,25,"PaidWork","suburb",4,20,2.9,2,480,3,0,1
"0",0,41,"PaidWork","village",4,20,1.8,1,240,1,0,1
"0",0,77,"Housework","village",2,8,0.8,2,115,2,0,2
"0",0,54,"PaidWork","town",2,13,2.2,2,60,1,0,1
"0",0,23,"Education","bigcity",3,14,1.7,2,360,3,0,3
"0",1,20,"Education","village",4,15,1.4,2,480,1,0,1
"1",1,86,"Retired","village",1,0,1,2,0,2,0,2
"1",0,87,"Housework","town",4,1,1.3,4,0,1,1,1
"0",1,22,"Education","bigcity",4,19,1.7,2,720,2,0,2
"0",0,55,"sickDisabled","town",3,15,2.2,4,300,3,1,1
"0",0,29,"PaidWork","town",4,18,1.8,1,480,2,0,1
"0",0,18,"Unemployed","village",5,10,0.6,2,720,3,0,3
"0",1,17,"Education","bigcity",2,11,2.1,2,270,3,0,1
"0",0,68,"Retired","town",2,20,1.7,3,60,3,0,1
"0",0,68,"Housework","village",2,10,1.8,3,0,2,0,3
"0",0,29,"Housework","bigcity",4,10,1.4,2,0,2,0,2
"0",0,31,"PaidWork","bigcity",5,13,3,2,420,2,0,2
"1",1,68,"Retired","village",3,16,2.2,2,60,2,0,2
"0",0,43,"PaidWork","town",4,40,1.8,2,360,3,0,2
"0",1,59,"PaidWork","town",2,24,1.4,2,600,2,0,1
"1",0,29,"PaidWork","village",2,10,2.2,2,180,2,1,3
"0",0,58,"PaidWork","village",3,16,2,2,360,3,0,2
"1",0,23,"PaidWork","town",4,16,1.5,1,180,1,0,1
"0",1,59,"sickDisabled","town",3,14,1.9,3,90,2,1,3
"0",1,35,"PaidWork","village",4,8,1.5,1,60,1,0,2
"1",1,26,"Unemployed","suburb",3,13,1.6,2,600,2,0,1
"1",0,54,"PaidWork","village",2,19,2.2,2,180,2,0,1
"0",1,37,"PaidWork","town",4,14,1.5,3,90,3,0,2
"0",1,49,"PaidWork","town",4,17,2,3,60,2,0,2
"0",0,29,"PaidWork","bigcity",2,10,0.9,1,240,3,0,4
"0",1,21,"Education","village",4,18,3,1,720,2,0,2
"0",0,43,"PaidWork","bigcity",3,27,1.7,2,120,2,0,2
"1",1,54,"PaidWork","bigcity",7,13,1.6,3,240,2,0,2
"0",0,46,"PaidWork","suburb",4,30,1.7,3,960,2,0,3
"0",0,42,"Unemployed","town",3,18,1.6,3,180,1,0,2
"0",1,72,"Retired","village",2,20,1.9,4,0,2,0,2
"0",1,50,"PaidWork","village",4,19,1.5,2,360,1,0,1
"1",1,50,"PaidWork","bigcity",1,7,0.9,2,300,2,0,1
"0",0,51,"PaidWork","village",3,14,1.4,4,540,2,0,3
"0",1,56,"PaidWork","village",5,12,1.8,3,0,2,0,4
"1",0,42,"PaidWork","village",4,18,2,3,240,1,1,1
"0",0,19,"Unemployed","village",4,14,1.5,2,420,4,0,3
"0",0,55,"PaidWork","village",5,10,1.3,1,0,1,0,1
"0",0,60,"Housework","village",3,16,1.2,2,0,2,0,1
"0",0,52,"PaidWork","town",5,12,1.9,1,540,3,0,2
"0",1,58,"sickDisabled","village",2,10,1,2,90,1,0,2
"0",1,42,"PaidWork","village",5,16,1.5,1,60,1,0,2
"1",0,55,"PaidWork","bigcity",1,12,1.9,1,0,2,0,2
"1",1,67,"Retired","village",2,4,0.8,3,0,1,0,2
"0",0,71,"Retired","village",2,8,1.4,1,0,2,0,1
"0",1,19,"Education","village",4,15,1,1,240,2,0,1
"0",0,71,"Retired","village",1,20,2.1,1,180,2,0,1
"0",1,58,"Unemployed","village",1,10,1.6,2,90,2,1,3
"0",1,62,"PaidWork","town",3,21,1.9,2,90,1,1,2
"1",1,28,"PaidWork","town",2,21,1.6,2,840,2,0,1
"0",1,89,"Retired","town",2,8,2.3,3,120,3,0,2
"1",1,16,"Education","suburb",2,12,1.9,2,540,1,0,1
"1",1,39,"Unemployed","village",2,11,0,3,900,1,0,1
"0",0,54,"PaidWork","bigcity",4,30,0.9,2,600,2,0,2
"0",1,54,"PaidWork","village",4,15,1.2,2,0,2,0,2
"0",1,23,"Education","suburb",4,14,1.8,1,720,1,0,1
"0",1,74,"Retired","town",2,20,1.5,2,360,2,0,1
"0",0,32,"PaidWork","town",3,15,1.9,3,720,4,0,2
"0",1,77,"Retired","town",4,4,1,3,0,3,0,2
"0",1,55,"PaidWork","town",1,16,1.8,1,60,2,0,1
"0",1,25,"PaidWork","town",5,14,1.4,3,300,2,0,1
"1",1,17,"Education","town",3,10,1.9,1,360,2,0,2
"0",0,54,"Housework","village",10,7,1.2,2,30,2,0,2
"0",0,66,"Retired","bigcity",2,14,0.9,3,0,4,1,2
"0",1,76,"Retired","village",2,5,1.4,2,0,1,0,2
"0",0,41,"PaidWork","town",3,20,1.5,2,600,3,0,3
"1",0,35,"PaidWork","town",6,18,1.6,1,180,2,0,3
"0",0,25,"PaidWork","village",4,20,2,1,180,3,0,1
"0",1,58,"PaidWork","village",2,8,0.7,4,60,2,1,1
"0",0,80,"Housework","countryside",2,2,2.2,2,0,2,0,2
"0",1,65,"Retired","town",2,25,2.2,2,180,2,0,1
"0",1,55,"PaidWork","village",3,13,1.3,2,240,2,0,3
"0",0,42,"PaidWork","town",4,24,1.5,3,240,2,0,1
"1",0,47,"PaidWork","town",1,15,1.8,4,360,3,1,2
"1",1,25,"PaidWork","suburb",4,14,1.6,3,360,1,0,3
"0",0,29,"PaidWork","bigcity",2,10,1.7,3,420,3,0,2
"0",0,42,"PaidWork","village",3,23,1.7,2,300,2,0,1
"0",1,58,"PaidWork","village",2,14,1.4,2,180,1,0,2
"0",0,52,"PaidWork","village",3,20,1.5,2,360,1,0,2
"0",0,55,"PaidWork","village",4,17,1.6,4,600,4,1,2
"0",1,61,"Retired","village",2,12,2,1,180,1,0,1
"0",1,21,"Education","bigcity",2,17,1.6,3,120,2,0,2
"0",1,54,"PaidWork","town",2,20,0.9,2,300,1,0,3
"0",0,64,"Housework","bigcity",2,16,1.1,3,60,3,1,2
"1",0,39,"PaidWork","bigcity",1,22,1.8,2,540,4,0,1
"0",1,85,"Retired","village",1,8,2,3,0,1,0,3
"0",1,79,"Retired","town",2,17,1.1,2,120,3,0,1
"0",1,45,"PaidWork","village",3,16,0.7,1,120,1,0,1
"0",0,56,"PaidWork","town",2,17,2.4,3,30,1,0,2
"0",1,65,"PaidWork","town",3,22,2.3,2,300,2,0,1
"1",1,61,"Retired","village",1,16,1.9,3,180,3,0,2
"0",1,46,"PaidWork","village",2,10,1.6,2,60,1,0,2
"0",1,45,"PaidWork","town",4,17,1.6,2,60,2,0,2
"0",1,25,"PaidWork","village",7,8,1.1,1,60,1,0,2
"0",0,51,"PaidWork","suburb",4,45,1.6,3,240,2,0,2
"1",1,25,"PaidWork","town",4,15,1.3,1,420,1,0,2
"0",1,24,"PaidWork","suburb",3,17,1.5,2,180,2,0,2
"0",0,28,"PaidWork","bigcity",2,16,2.7,2,240,1,0,1
"0",0,90,"Retired","bigcity",3,4,1.8,5,0,2,1,2
"0",1,38,"PaidWork","bigcity",2,21,1.9,2,720,2,0,1
"0",0,58,"PaidWork","village",2,8,1.8,2,120,2,0,3
"0",1,43,"PaidWork","village",3,22,2.8,1,840,1,0,1
"1",0,59,"Unemployed","village",1,8,2.3,3,180,3,0,3
"0",1,41,"PaidWork","town",4,13,1.4,2,600,2,0,2
"1",1,51,"PaidWork","village",1,8,1.3,1,150,2,0,1
"0",1,76,"Retired","suburb",3,14,1.6,3,0,3,0,1
"0",1,67,"Retired","bigcity",2,18,2.1,2,60,1,0,1
"1",0,90,"Retired","bigcity",1,19,1.4,3,0,4,0,1
"1",0,50,"PaidWork","village",5,14,1.6,2,240,3,0,2
"1",1,67,"Retired","village",4,18,0.9,4,180,2,1,1
"0",1,67,"Retired","town",1,14,2.3,2,180,2,0,2
"0",0,50,"PaidWork","bigcity",4,11,2,3,120,2,0,2
"0",1,52,"PaidWork","village",4,16,2.5,1,120,1,0,1
"0",0,19,"Education","village",5,12,1.2,5,480,1,0,1
"0",1,55,"PaidWork","village",4,12,1.6,2,60,1,0,2
"0",0,26,"PaidWork","town",5,12,2.6,1,780,2,0,2
"0",0,68,"Retired","village",3,6,0.7,4,0,2,1,3
"0",1,70,"Retired","countryside",2,10,1.5,3,60,2,0,1
"1",1,26,"PaidWork","suburb",4,10,1.1,2,240,1,0,1
"0",1,45,"PaidWork","village",5,10,1.1,3,38,2,0,1
"1",0,49,"PaidWork","village",3,11,2.2,4,180,1,1,3
"0",0,73,"Retired","village",2,17,1.4,1,0,1,0,1
"0",1,21,"Education","town",2,20,0.9,1,240,2,0,1
"0",1,32,"PaidWork","bigcity",9,20,1.4,2,270,2,0,3
"0",0,47,"Unemployed","bigcity",2,17,2.6,3,480,2,0,3
"0",1,17,"Education","village",4,12,1.9,1,240,1,0,1
"0",0,60,"Housework","town",2,6,0.9,2,120,2,0,4
"1",1,84,"Retired","village",1,5,1.3,5,0,1,1,2
"0",1,40,"PaidWork","village",4,12,1.2,1,180,2,0,1
"0",0,64,"Retired","village",1,12,2.5,2,60,2,0,2
"0",1,60,"PaidWork","suburb",4,20,1.5,2,300,1,0,2
"0",1,90,"Retired","town",3,0,0.8,2,0,2,0,2
"0",0,39,"sickDisabled","village",4,11,1.6,4,120,2,1,3
"1",1,62,"PaidWork","village",2,7,1.2,3,20,1,0,2
"1",0,69,"Housework","village",2,13,2,2,0,3,0,2
"1",0,19,"Education","village",4,12,1.3,3,240,2,0,3
"0",1,81,"Retired","village",2,7,1.9,3,0,4,0,2
"0",0,49,"PaidWork","village",4,19,2,3,180,3,1,2
"0",0,90,"Housework","village",3,20,2.7,1,0,2,1,1
"1",1,75,"Retired","village",1,8,1.5,3,0,1,0,3
"1",0,46,"sickDisabled","village",2,16,1.1,4,600,2,1,3
"1",0,67,"Housework","village",4,8,1,3,60,1,0,2
"0",1,19,"Education","village",5,13,1.6,1,360,1,0,2
"1",1,46,"PaidWork","village",5,19,1.4,1,480,1,0,2
"0",0,63,"Housework","village",2,13,2.1,4,60,1,0,1
"0",1,16,"Education","town",4,5,1.7,1,540,2,0,2
"1",0,65,"Housework","countryside",2,8,0.5,3,0,3,0,2
"0",0,47,"PaidWork","village",1,19,1.1,3,60,2,0,2
"0",1,52,"PaidWork","bigcity",4,14,1.4,2,120,2,0,2
"0",1,51,"PaidWork","village",4,25,1.6,3,120,1,0,2
"0",0,35,"PaidWork","suburb",4,25,1.3,1,540,2,0,1
"0",0,18,"Education","town",5,14,1.3,1,360,1,0,1
"0",1,71,"Retired","village",2,5,1.3,3,0,1,0,2
"0",0,54,"PaidWork","village",2,10,2.3,1,180,1,0,2
"0",0,29,"PaidWork","bigcity",7,15,1.4,2,600,2,0,1
"1",1,22,"Housework","bigcity",4,13,2.3,3,360,1,0,1
"1",0,65,"PaidWork","village",6,15,0,1,40,1,0,2
"1",0,90,"Housework","village",2,0,0.9,3,0,2,1,3
"0",1,62,"Unemployed","suburb",2,0,1.2,1,0,1,0,3
"0",0,68,"Retired","town",2,14,1.8,2,30,2,0,1
"0",0,30,"Education","village",3,20,0.3,3,240,1,1,1
"0",0,68,"Housework","town",2,10,1.5,2,60,2,0,2
"0",1,65,"Retired","village",2,17,1.5,3,60,2,0,1
"1",0,50,"PaidWork","village",3,11,1.5,3,60,3,1,2
"0",0,90,"Retired","bigcity",2,6,3,2,0,3,0,1
"0",1,24,"PaidWork","village",2,14,2.3,1,120,1,0,1
"1",0,47,"PaidWork","bigcity",2,17,0.9,3,270,3,0,2
"0",1,44,"PaidWork","town",6,18,1.8,1,30,2,0,2
"1",1,58,"PaidWork","village",1,13,1.4,3,15,1,0,2
"0",1,21,"Education","bigcity",4,18,1.7,1,480,2,0,1
"0",1,39,"PaidWork","village",4,11,0.9,2,60,2,0,3
"1",0,47,"Housework","village",3,9,1.6,3,240,2,0,2
"0",0,46,"PaidWork","suburb",3,12,1.9,2,60,2,0,2
"0",0,73,"Housework","village",2,0,2.3,4,0,3,0,1
"0",1,17,"Education","suburb",4,10,1.8,1,180,2,0,2
"0",1,64,"PaidWork","bigcity",4,20,1.3,1,1080,1,0,1
"1",1,49,"PaidWork","village",1,12,2.1,2,180,1,0,2
"0",1,51,"PaidWork","town",3,10,1.7,3,240,2,1,2
"0",1,37,"PaidWork","bigcity",2,19,1.8,2,480,1,0,2
"1",1,36,"PaidWork","town",3,17,1.8,2,720,1,0,2
"1",0,32,"PaidWork","village",3,16,1.4,3,510,3,0,2
"0",1,75,"Retired","bigcity",2,30,2.7,1,480,1,0,1
"0",0,57,"PaidWork","bigcity",4,15,1.8,1,540,1,0,1
"0",1,22,"PaidWork","suburb",4,18,1,3,600,3,0,1
"0",1,58,"PaidWork","village",3,10,1,1,0,2,0,2
"0",1,52,"sickDisabled","town",4,12,0.9,4,300,3,1,3
"0",1,48,"PaidWork","town",4,12,1.5,3,120,1,1,1
"0",1,45,"PaidWork","village",4,9,2.5,2,60,2,0,3
"0",1,44,"PaidWork","bigcity",4,20,1.4,1,480,2,0,1
"1",1,78,"Retired","bigcity",1,10,2,3,0,1,0,1
"1",0,59,"PaidWork","bigcity",2,22,2.2,1,180,2,0,2
"0",1,70,"Housework","village",2,25,1.3,3,120,2,0,2
"0",1,37,"PaidWork","town",4,25,2,2,600,2,0,1
"0",0,46,"PaidWork","town",5,13,1.9,2,90,3,0,1
"0",1,58,"PaidWork","village",2,10,1.5,1,0,1,0,3
"1",0,36,"PaidWork","suburb",1,24,2.3,1,420,1,0,1
"0",1,32,"PaidWork","town",2,12,1.7,1,210,1,0,1
"0",1,62,"PaidWork","village",2,8,2.4,3,30,1,0,2
"0",0,49,"PaidWork","bigcity",3,9,1.6,2,600,3,0,2
"0",1,17,"Education","bigcity",4,14,2.1,3,210,1,0,1
"1",1,16,"Education","suburb",4,13,1.1,2,300,1,0,1
"0",0,51,"PaidWork","town",1,17,2,2,300,2,0,1
"0",0,46,"Education","town",2,17,2.6,3,90,2,0,3
"0",1,69,"PaidWork","bigcity",2,12,1.2,2,0,2,0,1
"0",1,22,"PaidWork","suburb",4,15,1.3,2,240,1,0,1
"1",0,51,"sickDisabled","village",2,14,1.4,3,120,1,1,2
"0",0,38,"PaidWork","town",3,23,2,2,600,2,0,2
"1",0,30,"PaidWork","town",4,20,1.9,1,300,3,0,2
"0",1,56,"PaidWork","town",4,8,1.6,3,15,2,0,2
"1",1,43,"PaidWork","village",4,8,2.3,1,60,1,0,3
"0",1,50,"PaidWork","village",3,14,1.7,2,0,2,0,2
"0",0,20,"PaidWork","bigcity",5,14,1.4,1,300,2,0,2
"0",1,65,"PaidWork","suburb",3,24,1.2,2,540,1,0,1
"0",1,85,"Retired","village",2,20,1.5,1,0,1,0,1
"1",0,50,"PaidWork","bigcity",3,8,0.7,3,90,3,0,4
"0",1,32,"PaidWork","village",3,15,1.7,1,60,1,0,1
"1",0,82,"Housework","suburb",3,13,1.7,2,60,3,0,2
"1",1,55,"Unemployed","bigcity",4,10,0.1,3,240,2,0,3
"0",1,26,"PaidWork","bigcity",3,19,2.1,1,480,1,0,1
"0",1,30,"PaidWork","town",4,19,2,1,900,1,0,1
"0",0,63,"Housework","bigcity",2,8,0.4,2,240,2,0,4
