"regunit","region","trstprl","trstlgl","trstplc","trstplt","trstprt","freehms","hmsfmlsh","hmsacld","eqwrkbg","eqpolbg","eqmgmbg","eqpaybg"
3,"FI197",10,6,8,9,7,1,5,2,6,4,4,6
3,"FI1D5",8,88,10,5,8,1,4,1,6,6,6,6
3,"FI1B1",6,9,10,5,5,1,5,2,6,5,6,6
3,"FI196",8,9,10,7,7,1,5,1,4,6,5,6
3,"FI197",3,5,8,1,2,3,3,4,3,3,3,5
3,"FI195",6,8,8,2,5,1,5,1,5,6,6,6
3,"FI1D2",1,2,1,0,1,1,5,2,6,6,6,6
3,"FI1D3",9,9,9,7,7,1,5,2,5,6,6,6
3,"FI1C1",8,8,8,7,6,3,4,4,5,6,6,6
3,"FI1C3",9,10,10,8,7,2,4,3,2,4,1,4
3,"FI197",0,5,8,7,5,1,5,2,3,2,3,6
3,"FI1D9",7,8,8,7,8,1,5,2,5,6,5,6
3,"FI196",3,6,8,1,2,2,3,2,2,1,3,5
3,"FI194",3,8,6,2,3,1,5,2,5,6,5,6
3,"FI193",5,8,8,4,4,1,3,2,6,6,6,6
3,"FI1C4",2,8,9,2,2,3,1,5,6,3,6,6
3,"FI1C4",5,5,7,3,4,1,5,1,8,6,6,5
3,"FI197",9,8,9,7,7,1,5,1,6,6,6,6
3,"FI1B1",7,7,9,6,4,2,4,2,4,8,2,5
3,"FI1B1",6,7,8,3,2,3,4,5,3,6,6,6
3,"FI1C5",4,5,7,3,5,1,5,1,6,6,6,6
3,"FI1D1",8,7,8,7,7,1,5,1,5,6,5,6
3,"FI1B1",5,4,6,2,1,1,5,2,1,0,0,5
3,"FI1D7",7,9,9,7,8,1,4,4,3,5,5,6
3,"FI196",3,5,7,1,1,2,4,1,5,5,5,6
3,"FI1C1",3,3,10,8,7,2,5,5,3,6,6,6
3,"FI1C1",1,3,6,2,4,1,5,1,6,6,6,6
3,"FI196",8,8,9,6,6,2,4,4,5,5,5,6
3,"FI196",3,9,8,2,3,1,4,4,6,3,3,6
3,"FI1C1",10,8,10,2,0,2,4,2,8,0,0,0
3,"FI1D2",4,4,7,3,3,2,5,1,6,6,6,6
3,"FI1B1",9,10,10,8,8,2,5,1,5,5,4,6
3,"FI197",7,7,9,8,8,1,3,1,4,5,5,5
3,"FI1C1",9,9,9,8,8,1,5,1,4,6,6,6
3,"FI1D1",6,8,9,5,5,1,4,2,6,6,6,6
3,"FI195",6,9,10,6,7,2,5,4,5,3,4,5
3,"FI196",8,9,9,8,8,1,5,1,6,6,6,6
3,"FI193",5,7,7,7,8,4,3,4,5,6,6,6
3,"FI1D3",5,7,7,4,5,4,3,5,4,5,4,4
3,"FI1B1",7,8,7,6,7,1,5,1,6,6,6,6
3,"FI1D1",4,7,8,3,3,2,4,3,4,5,6,5
3,"FI1D3",9,9,9,7,7,1,5,1,6,6,6,6
3,"FI194",8,8,9,6,5,1,5,2,4,6,5,8
3,"FI193",8,9,9,7,7,1,5,1,6,6,5,5
3,"FI1B1",8,8,9,6,7,3,4,4,5,5,5,4
3,"FI1B1",7,8,9,7,7,1,5,1,6,6,6,6
3,"FI1B1",8,9,9,7,8,1,5,1,5,3,3,4
3,"FI1C3",5,8,9,4,4,1,5,1,5,3,5,5
3,"FI1B1",7,6,8,4,5,2,5,2,6,5,6,6
3,"FI1C1",7,6,7,5,5,2,4,4,3,4,5,5
3,"FI197",9,6,6,7,8,2,5,1,2,8,1,6
3,"FI193",5,6,6,5,3,3,5,3,3,0,1,6
3,"FI194",8,9,8,5,6,2,2,2,5,6,5,6
3,"FI1D1",8,7,9,7,7,2,4,4,4,4,5,6
3,"FI1C3",9,9,9,7,7,1,4,2,6,6,6,6
3,"FI197",6,7,9,6,6,2,4,3,4,4,4,5
3,"FI1C3",8,10,10,8,6,2,4,3,3,4,4,6
3,"FI197",5,8,7,4,4,3,4,4,3,3,3,6
3,"FI1C4",7,10,10,7,8,1,5,1,6,6,6,6
3,"FI1D9",1,2,2,0,0,7,2,7,5,6,5,6
3,"FI1D7",4,6,8,0,0,4,2,4,6,6,6,6
3,"FI1C2",7,8,9,7,7,1,5,1,6,6,3,5
3,"FI1D8",4,6,7,4,5,2,4,2,6,4,5,6
3,"FI1D3",7,7,7,7,7,1,5,2,3,6,6,6
3,"FI197",7,7,9,7,7,1,5,1,3,5,5,3
3,"FI1B1",6,3,8,3,6,1,5,2,5,3,3,5
3,"FI193",8,8,9,6,6,3,5,3,4,5,5,5
3,"FI1C1",8,9,9,6,6,2,3,4,6,6,6,6
3,"FI1C3",8,9,8,7,8,1,5,2,4,4,4,5
3,"FI194",6,6,9,4,4,2,5,2,4,5,4,6
3,"FI1C1",7,6,9,4,4,1,5,1,6,6,6,6
3,"FI1C1",3,7,9,4,4,1,5,4,6,6,6,6
3,"FI196",7,9,10,6,6,2,5,2,5,5,6,6
3,"FI1C4",10,10,10,8,7,1,5,1,4,4,4,6
3,"FI194",4,5,7,6,3,4,1,4,4,6,6,6
3,"FI197",4,8,9,4,4,1,5,1,5,6,6,6
3,"FI1B1",8,8,4,6,6,1,5,1,5,5,5,6
3,"FI197",7,9,9,5,5,1,5,5,6,3,3,6
3,"FI1C2",7,9,10,5,6,2,5,2,3,5,5,6
3,"FI1D9",8,9,9,6,6,1,4,3,8,5,5,6
3,"FI1B1",8,9,9,6,6,3,5,2,4,4,6,6
3,"FI1D3",7,8,9,5,5,1,5,2,6,6,6,6
3,"FI197",7,8,8,5,5,3,3,3,3,3,3,3
3,"FI1D9",6,7,7,6,4,1,5,3,3,5,5,6
3,"FI1B1",8,10,10,8,8,1,5,1,2,4,4,6
3,"FI1B1",10,10,10,7,6,1,5,1,6,6,6,6
3,"FI1D2",3,7,9,3,5,1,5,1,6,6,6,6
3,"FI196",8,8,10,8,8,2,5,1,4,4,4,4
3,"FI1B1",4,6,9,4,3,2,2,4,5,2,8,6
3,"FI196",3,7,7,2,3,2,5,3,3,6,6,6
3,"FI1D2",7,8,8,5,5,2,5,3,3,3,3,5
3,"FI1D1",5,8,9,4,6,5,4,4,6,6,5,6
3,"FI197",0,3,8,0,3,1,5,1,5,5,5,6
3,"FI1D9",7,7,8,5,5,2,5,1,5,5,5,5
3,"FI193",5,7,7,5,5,3,4,3,2,3,4,5
3,"FI1B1",8,9,9,5,7,1,5,1,6,5,5,6
3,"FI1B1",8,8,9,6,6,2,4,2,6,6,6,6
3,"FI1D8",4,7,9,5,3,2,3,3,2,6,3,6
3,"FI1B1",5,7,8,4,5,1,5,2,5,6,6,6
3,"FI1D3",5,3,5,5,4,1,5,8,1,6,3,8
3,"FI197",5,4,7,4,4,2,5,2,5,6,6,6
3,"FI1C3",4,4,8,2,2,1,5,1,4,6,5,6
3,"FI196",9,8,9,5,5,1,5,1,3,6,6,6
3,"FI197",4,4,7,6,5,1,5,2,5,6,6,6
3,"FI1B1",7,9,10,6,7,2,5,2,6,6,6,6
3,"FI1B1",8,3,9,3,3,5,1,5,6,0,5,6
3,"FI1D3",8,8,9,7,7,1,5,2,5,4,4,5
3,"FI197",7,8,8,3,2,2,4,3,4,3,3,6
3,"FI1D2",9,9,9,4,5,2,1,5,3,1,0,5
3,"FI1D1",7,9,10,7,5,1,5,2,5,5,2,5
3,"FI1B1",7,8,9,3,3,2,5,1,5,5,3,6
3,"FI1D3",7,8,10,4,4,2,4,2,6,5,5,6
3,"FI1D3",9,9,10,7,6,3,3,3,4,3,4,6
3,"FI1D2",7,9,8,6,5,3,2,5,6,6,6,6
3,"FI1C1",8,9,9,7,8,1,5,1,5,6,6,6
3,"FI196",88,4,7,3,3,1,5,1,6,3,5,6
3,"FI1B1",9,7,9,7,8,1,5,1,5,6,6,6
3,"FI1D9",2,8,10,4,5,3,4,4,6,2,3,5
3,"FI1B1",7,8,9,7,7,1,5,4,5,5,5,5
3,"FI197",6,7,8,4,5,2,5,3,6,5,5,6
3,"FI1B1",8,8,8,7,6,1,5,1,5,6,6,6
3,"FI1B1",6,7,9,6,6,1,5,1,3,6,6,6
3,"FI197",4,9,9,2,0,1,5,4,4,3,5,6
3,"FI1C1",8,9,9,6,6,1,5,1,5,6,5,6
3,"FI1B1",8,6,7,4,4,1,5,1,3,1,1,6
3,"FI193",8,9,8,8,8,3,4,2,4,5,5,6
3,"FI194",8,9,9,7,8,1,4,2,4,5,6,6
3,"FI1B1",9,9,10,8,9,2,4,2,5,3,3,6
3,"FI197",6,8,10,5,5,1,5,2,6,6,6,6
3,"FI1B1",8,8,8,6,7,1,5,2,6,6,6,6
3,"FI1C1",4,7,7,2,2,1,5,4,6,6,6,6
3,"FI195",9,9,10,8,8,1,5,1,6,6,6,6
3,"FI1C4",9,10,10,7,7,3,4,4,3,6,6,6
3,"FI1B1",3,5,8,4,3,2,3,4,3,2,4,4
3,"FI197",8,9,9,4,4,8,4,4,5,6,6,6
3,"FI1B1",5,6,8,2,3,2,3,2,6,6,6,6
3,"FI1B1",8,9,8,2,5,1,5,3,3,6,6,6
3,"FI1D5",2,3,4,1,2,2,3,2,6,6,6,6
3,"FI1D9",8,9,9,8,8,1,5,1,5,6,6,6
3,"FI195",7,9,9,6,7,3,5,3,5,6,3,6
3,"FI1D2",2,7,9,2,2,2,5,1,6,6,6,6
3,"FI1D5",7,7,9,5,6,1,5,1,3,2,2,6
3,"FI1D2",4,7,9,3,5,2,4,4,4,3,4,4
2,"FR10",7,7,7,5,2,1,5,3,3,5,4,4
2,"FR10",5,5,5,4,4,1,5,3,6,6,6,6
2,"FRC2",4,7,8,3,3,1,5,2,6,6,6,6
2,"FRJ2",0,6,6,0,0,1,2,4,2,6,6,6
2,"FRG0",88,8,9,3,3,1,5,2,6,6,6,6
2,"FRI3",3,5,7,6,2,1,5,5,6,6,6,6
2,"FRG0",88,4,6,88,88,1,5,1,5,5,4,5
2,"FRF3",0,3,10,0,0,1,5,2,5,4,5,6
2,"FRI3",4,5,6,5,5,1,5,1,5,6,6,6
2,"FRJ2",7,5,9,7,7,1,5,1,4,6,6,6
2,"FRF2",6,6,7,6,6,1,5,1,6,6,6,6
2,"FRE2",3,7,7,2,0,1,5,1,3,6,5,6
2,"FRI1",5,5,5,4,4,2,4,4,3,5,5,5
2,"FRL0",5,6,4,3,2,3,1,5,3,3,3,3
2,"FRL0",3,3,5,3,3,1,5,1,6,6,6,7
2,"FR10",7,3,6,5,5,1,5,5,6,6,6,6
2,"FRJ1",0,0,5,0,5,1,5,4,5,5,5,6
2,"FRE2",5,5,5,5,5,3,3,4,4,4,4,4
2,"FRI1",7,0,10,0,0,2,4,2,6,6,6,6
2,"FR10",88,5,7,5,88,2,8,8,6,6,6,6
2,"FRK2",3,2,2,2,2,2,5,2,3,3,4,4
2,"FRJ2",5,9,5,5,5,1,5,1,4,6,6,6
2,"FRE1",5,7,9,6,6,1,5,1,6,0,6,0
2,"FRE2",6,7,7,4,4,1,5,1,5,5,5,5
2,"FRL0",2,2,5,0,2,8,3,2,3,6,6,6
2,"FRK2",5,7,7,4,4,1,5,5,2,4,3,3
2,"FRK2",2,2,5,6,5,2,4,5,4,2,4,4
2,"FRK2",3,6,5,3,3,1,5,1,6,6,6,6
2,"FRF1",6,6,7,3,2,1,5,4,6,5,5,5
2,"FRK2",5,5,5,5,5,1,5,5,6,6,6,6
2,"FRC1",5,3,7,2,2,2,3,3,5,8,5,6
2,"FRI2",7,6,9,7,6,1,5,2,6,6,6,6
2,"FRI3",4,3,3,4,3,1,5,1,5,6,5,6
2,"FR10",5,7,7,4,3,1,5,1,6,6,6,6
2,"FR10",6,8,5,0,1,1,5,1,6,6,6,6
2,"FRE1",0,3,8,3,3,1,5,4,5,5,5,6
2,"FR10",5,3,7,5,4,1,5,1,5,5,6,6
2,"FRF1",88,3,5,2,88,3,5,2,6,6,6,6
2,"FRD2",0,1,5,2,2,1,5,1,2,5,5,5
2,"FRJ1",4,4,10,2,5,1,5,2,6,6,6,6
2,"FRG0",4,5,8,5,5,2,5,3,5,5,5,5
2,"FRI1",0,0,8,2,2,2,5,3,5,5,5,6
2,"FRK2",5,5,5,6,5,1,5,3,5,5,5,5
2,"FR10",6,3,8,3,1,1,5,1,6,6,6,6
2,"FRB0",3,4,6,5,5,1,5,2,6,6,6,6
2,"FRF1",6,8,7,5,5,1,5,1,5,6,6,6
2,"FR10",7,10,9,4,2,1,3,4,5,5,5,6
2,"FRL0",5,8,9,6,6,1,5,1,6,6,6,6
2,"FRE1",4,5,5,3,5,3,2,5,3,2,3,2
2,"FRL0",0,4,9,0,0,1,5,1,6,6,6,6
2,"FRC1",6,6,7,7,4,3,4,2,3,3,3,3
2,"FRB0",3,5,5,4,7,1,5,1,6,6,6,6
2,"FRI3",0,5,5,0,0,1,5,2,6,6,6,6
2,"FRK2",0,3,3,0,0,1,5,1,5,5,5,6
2,"FRG0",7,3,3,1,1,1,5,1,5,6,6,6
2,"FRD1",2,6,9,0,2,1,5,1,5,6,6,6
2,"FRB0",5,5,7,5,4,1,5,1,6,6,6,6
2,"FRG0",9,5,8,8,9,1,5,1,4,6,6,6
2,"FRE1",8,10,10,10,8,1,2,2,6,4,5,3
2,"FRK2",3,4,8,2,3,3,5,2,4,5,4,4
2,"FRG0",4,6,3,1,6,1,5,1,6,6,6,6
2,"FRI1",4,8,9,5,2,1,5,1,6,5,6,6
2,"FRH0",3,5,8,5,5,1,5,1,5,5,5,5
2,"FRK2",5,6,8,88,88,1,5,1,6,5,6,6
2,"FR10",7,8,8,6,6,1,5,1,6,6,6,6
2,"FRL0",6,8,7,3,1,1,5,1,4,6,6,6
2,"FRD2",5,3,6,2,2,1,5,1,5,6,6,6
2,"FRG0",7,8,8,7,6,1,5,4,6,6,6,6
2,"FRB0",5,8,5,6,5,1,5,1,6,6,6,6
2,"FRC2",7,7,8,7,6,1,5,1,6,6,6,6
2,"FRE2",3,3,7,0,0,1,5,2,3,4,5,5
2,"FRK2",4,4,3,3,5,1,5,1,6,6,6,6
2,"FR10",0,5,8,5,4,2,5,3,5,5,5,6
2,"FRK2",7,8,8,7,7,1,5,1,6,6,6,6
2,"FRH0",5,8,8,4,3,1,5,1,6,6,6,6
2,"FRF3",1,4,6,1,1,1,4,2,5,4,5,5
2,"FRD2",3,8,7,2,2,1,5,1,5,5,5,5
2,"FRB0",0,5,5,0,0,1,5,1,4,5,4,6
2,"FRK1",1,3,5,1,1,1,5,1,6,4,4,6
2,"FRK2",0,3,8,0,0,2,5,2,6,5,6,6
2,"FRL0",5,7,3,0,4,1,5,3,6,5,6,6
2,"FRF1",10,10,10,5,5,1,5,5,5,6,6,6
2,"FRI1",2,8,2,5,7,1,5,2,4,6,4,6
2,"FRF2",4,2,6,4,5,1,5,4,6,6,6,6
2,"FRF2",2,2,7,4,3,1,5,1,5,4,6,6
2,"FRC1",5,5,5,5,0,1,2,2,5,5,5,6
2,"FRI1",2,5,6,2,0,1,5,1,6,6,6,6
2,"FRD2",0,8,10,5,5,1,5,1,6,5,5,6
2,"FRH0",1,2,8,1,0,1,5,1,6,6,6,6
2,"FRE2",2,2,7,2,2,2,4,2,6,6,6,6
2,"FRD1",4,5,7,5,0,1,5,1,6,3,6,6
2,"FRF1",10,10,10,10,10,1,5,3,6,6,6,6
2,"FRG0",0,0,3,1,0,1,5,1,6,6,5,6
2,"FRK2",7,5,7,5,3,1,5,2,2,2,3,6
2,"FRI2",5,0,9,5,0,1,5,8,6,0,6,6
2,"FRL0",2,0,4,0,0,1,5,3,5,4,3,6
2,"FR10",3,5,7,0,0,1,5,1,4,3,6,6
2,"FRC1",7,7,7,7,7,1,5,1,6,6,6,6
2,"FRI1",8,7,5,5,5,1,5,1,6,6,6,6
2,"FRJ1",5,2,2,2,2,2,5,1,4,4,4,4
2,"FR10",1,2,1,1,1,1,4,1,6,6,6,6
2,"FR10",3,2,7,2,2,1,5,3,8,3,3,6
2,"FR10",0,2,1,0,0,1,5,1,6,6,6,6
2,"FR10",3,6,7,88,88,3,3,4,5,8,6,5
2,"FRH0",5,7,8,6,6,1,5,1,5,6,6,6
2,"FRL0",5,5,10,1,5,2,8,5,4,5,5,6
2,"FRL0",7,10,8,5,5,1,5,1,6,6,6,6
2,"FRG0",3,6,8,5,2,2,5,3,6,6,6,6
2,"FR10",2,2,5,2,0,1,5,3,3,3,3,4
2,"FRE1",0,0,7,0,0,1,5,1,6,6,6,6
2,"FRF1",5,5,7,3,2,2,5,4,6,4,5,6
2,"FRB0",4,6,7,5,5,1,5,2,6,6,6,6
2,"FRJ1",88,8,8,5,3,1,5,3,6,6,6,6
2,"FR10",0,5,5,2,2,1,5,1,6,6,6,6
2,"FR10",4,5,6,4,3,1,5,1,6,6,6,6
2,"FRE1",3,6,7,4,4,1,5,1,5,6,6,6
2,"FRE1",8,10,7,4,5,1,5,1,6,8,6,6
2,"FRE1",8,8,8,7,5,2,4,3,5,5,5,5
2,"FRB0",7,6,6,5,5,1,5,1,6,6,6,4
2,"FRI1",0,0,0,3,3,2,3,3,6,6,6,6
2,"FRF3",7,6,8,4,2,1,5,1,6,6,6,6
2,"FRI3",3,4,4,5,88,1,5,1,6,6,6,6
2,"FRG0",8,8,5,8,8,1,5,3,6,6,6,6
2,"FRG0",8,7,8,5,6,1,5,1,4,4,4,4
2,"FRE2",7,6,8,5,5,4,3,4,3,4,4,4
2,"FR10",3,7,8,2,2,1,5,4,6,6,6,6
2,"FRE1",2,5,8,4,1,2,5,2,6,5,5,6
2,"FRF3",3,8,3,2,5,1,4,1,4,5,5,6
2,"FRB0",6,1,9,3,3,2,3,3,4,4,5,6
2,"FRE1",2,2,7,2,2,2,5,3,6,6,6,6
2,"FRG0",1,3,5,1,1,1,5,1,5,6,6,6
2,"FRI2",5,5,7,5,5,1,5,1,3,3,3,3
2,"FRG0",2,0,8,5,0,1,5,5,2,6,6,6
2,"FRL0",3,4,7,2,3,1,4,3,6,6,6,6
2,"FRE1",6,7,8,3,5,1,5,1,6,6,6,6
2,"FRK2",5,6,6,3,3,1,5,1,6,6,6,6
2,"FR10",5,5,8,5,4,1,5,2,6,6,6,6
2,"FRF3",5,8,10,5,4,3,3,3,6,3,4,6
2,"FR10",5,4,2,1,1,1,5,3,4,6,6,6
2,"FRK2",3,7,5,2,3,1,5,1,6,6,6,6
2,"FRG0",5,6,6,5,5,1,5,1,4,4,3,5
2,"FRK2",5,2,4,5,7,2,4,5,3,3,5,5
2,"FRF1",3,5,6,3,4,1,5,4,5,5,5,4
2,"FRE1",4,5,7,5,2,1,5,1,5,5,5,6
2,"FRH0",8,8,9,7,7,1,5,2,6,6,6,6
2,"FR10",2,6,7,3,3,1,1,1,6,2,6,6
2,"FRK1",2,7,3,2,2,1,5,1,6,6,6,6
2,"FRI1",2,2,0,0,2,1,5,1,6,6,6,6
2,"FRI1",3,6,8,2,2,1,5,1,6,3,6,6
2,"FR10",88,2,4,88,88,2,5,1,8,8,8,8
2,"FR10",7,9,5,7,5,1,5,2,5,3,3,3
2,"FRJ1",5,5,5,4,3,2,5,2,8,8,8,8
2,"FRH0",2,4,5,3,2,1,5,1,6,6,6,6
2,"FRF1",5,2,9,4,9,1,5,1,4,4,6,6
2,"FRE2",5,2,0,0,0,1,1,5,3,3,3,3
2,"FRH0",6,6,8,4,4,1,5,1,6,5,5,6
2,"FRK2",7,7,7,6,5,2,5,1,6,6,6,6
2,"FRG0",5,7,6,7,6,1,5,1,5,5,4,5
2,"FRG0",1,0,7,2,3,1,5,1,4,4,5,6
2,"FRG0",8,6,8,5,5,2,2,4,6,6,6,6
2,"FRF1",0,0,8,5,0,2,5,1,6,6,6,6
2,"FRF3",2,0,6,1,1,1,5,1,6,6,6,6
2,"FRL0",3,6,6,6,6,2,3,4,5,5,5,6
2,"FRJ1",3,77,5,2,2,1,5,1,6,6,6,6
2,"FR10",6,7,5,6,6,1,5,2,5,6,6,6
2,"FRG0",0,8,9,0,0,1,5,1,4,4,6,6
2,"FRL0",5,7,9,5,5,1,3,4,2,6,6,6
2,"FR10",5,8,8,6,6,1,5,2,6,6,6,6
2,"FRG0",6,7,6,5,4,1,5,3,6,6,6,6
2,"FRK2",5,7,6,5,5,1,5,1,6,6,6,6
2,"FRE2",0,6,4,0,0,1,5,1,6,6,6,6
2,"FRI1",5,6,8,6,6,2,5,4,6,6,6,6
2,"FRJ2",6,5,8,5,6,2,3,5,4,5,5,5
2,"FRB0",2,5,5,2,2,2,5,5,3,3,3,4
2,"FRB0",2,5,5,5,5,1,5,1,6,6,6,6
2,"FRD1",5,5,5,4,4,1,5,2,5,5,5,6
2,"FRK2",10,10,10,0,0,1,5,5,6,6,6,6
2,"FR10",8,9,7,5,2,1,5,1,6,6,5,6
2,"FRF2",5,3,3,88,88,3,5,4,6,8,3,6
2,"FRG0",2,3,5,2,2,1,5,1,6,6,6,6
2,"FRC1",0,3,0,0,0,1,5,1,4,6,6,5
2,"FRI3",5,3,8,2,2,1,5,1,6,8,8,6
2,"FRI3",88,7,7,3,3,1,5,1,6,6,6,6
2,"FRG0",5,7,7,4,4,2,5,2,6,6,6,6
2,"FRK2",2,4,8,1,1,1,5,3,5,5,6,6
2,"FRL0",6,7,7,5,4,3,2,2,4,3,4,3
2,"FRF3",3,5,7,4,2,1,5,3,6,6,6,6
2,"FRK2",8,7,8,6,7,1,5,3,6,6,6,6
2,"FRC2",5,7,9,6,5,1,4,2,4,4,4,4
2,"FRK2",4,1,7,1,2,2,4,2,5,5,4,4
2,"FR10",5,6,4,4,4,1,5,1,6,6,6,6
2,"FRG0",5,7,9,3,3,1,5,2,6,6,6,6
2,"FR10",6,8,8,7,6,1,5,2,6,6,6,6
2,"FR10",2,6,6,4,4,1,3,5,6,6,6,6
2,"FRG0",5,5,5,5,5,2,4,5,4,4,5,5
2,"FRJ2",5,4,7,2,1,1,5,2,6,6,6,6
2,"FRI1",2,6,6,4,4,1,5,1,6,6,6,6
2,"FRK1",3,5,8,4,3,1,5,1,6,6,6,6
2,"FRL0",5,5,5,5,1,1,5,3,3,6,3,3
2,"FRE1",3,5,7,1,1,1,5,4,6,6,6,6
2,"FRE1",5,4,8,5,5,1,5,1,6,6,6,6
2,"FRC1",6,6,7,3,3,1,5,3,8,0,6,6
2,"FRF1",5,5,6,6,5,2,5,2,3,6,6,6
2,"FRD2",1,0,5,1,1,1,5,4,5,5,5,5
2,"FRJ2",5,6,6,5,5,2,4,3,5,5,5,5
2,"FR10",6,5,7,0,5,1,5,2,6,6,6,6
2,"FRK1",4,9,9,4,5,1,5,1,5,5,5,6
2,"FRF1",0,2,8,2,3,3,4,2,6,5,5,6
2,"FRK2",5,8,8,8,4,1,5,1,3,1,4,6
2,"FRF3",5,7,10,4,2,1,5,3,4,3,5,6
2,"FRI1",7,8,8,6,6,2,2,3,6,6,6,5
2,"FRB0",8,2,8,5,8,1,5,1,6,6,6,6
2,"FRL0",0,5,6,0,0,1,5,2,6,6,6,6
2,"FRD2",0,0,5,0,0,2,5,2,5,5,4,4
2,"FRI3",5,7,7,5,4,2,5,2,8,6,6,6
2,"FRK2",5,6,5,5,5,2,2,2,4,3,3,4
2,"FRJ2",8,6,5,7,4,1,5,3,5,5,5,5
2,"FRH0",7,8,8,6,6,1,5,1,6,6,6,6
2,"FRE1",0,1,6,0,0,1,5,1,5,6,5,6
2,"FRK2",5,7,8,2,1,1,5,2,6,3,3,6
2,"FRJ2",6,8,8,5,5,1,5,2,5,5,5,5
2,"FRF2",4,6,4,6,5,1,3,4,4,6,6,6
2,"FRD2",10,10,10,8,5,1,5,1,6,7,6,6
2,"FRK2",0,2,6,0,0,1,5,2,6,6,6,6
2,"FRK2",0,4,6,2,0,4,4,3,4,4,5,4
2,"FRI1",2,5,8,4,4,1,5,1,6,6,6,6
2,"FR10",5,7,7,5,5,1,4,4,4,6,6,6
2,"FR10",5,6,3,6,5,1,5,1,6,6,6,6
2,"FRI1",3,1,7,5,5,1,5,1,6,4,4,6
2,"FRH0",3,8,9,4,3,1,5,1,6,6,6,6
2,"FRG0",2,9,9,5,5,1,4,4,6,4,6,6
2,"FRI1",5,7,7,5,5,1,5,1,4,3,3,6
2,"FR10",7,8,8,8,5,5,1,5,3,6,6,6
2,"FRI1",1,3,7,0,0,1,5,1,5,6,6,6
2,"FRD1",5,6,8,5,5,1,5,2,6,6,6,6
2,"FRE1",5,8,10,5,7,3,5,5,6,6,6,5
2,"FRK2",0,6,3,3,2,2,5,4,5,5,5,5
2,"FR10",0,5,5,5,2,1,5,1,6,6,6,6
2,"FRJ2",0,0,0,0,0,1,5,1,5,4,4,5
2,"FRC2",6,7,7,7,77,1,5,1,6,6,6,6
2,"FRF3",1,4,2,5,3,1,5,1,6,3,6,5
2,"FRG0",0,0,5,0,0,1,5,5,6,6,6,6
2,"FRK2",7,7,8,6,5,1,5,2,6,6,6,6
2,"FR10",0,88,5,0,0,5,3,5,8,3,6,6
2,"FRK1",2,1,5,5,1,1,5,1,6,6,6,6
2,"FR10",0,0,5,0,3,1,2,5,6,6,6,6
2,"FRF1",3,5,5,4,3,1,1,2,6,4,6,6
2,"FRI2",7,6,8,0,0,1,5,2,6,5,4,6
2,"FRK2",6,3,7,4,3,1,4,4,5,6,6,6
2,"FRJ2",4,8,10,4,4,1,5,1,6,6,6,6
2,"FRI1",8,5,6,6,6,1,5,1,5,6,6,6
2,"FRD2",4,4,8,2,2,1,5,1,5,5,5,5
2,"FRH0",8,8,8,4,3,1,5,1,6,6,6,6
2,"FRK2",1,0,2,2,1,2,4,4,2,2,3,3
2,"FRI1",6,3,5,4,4,1,5,1,5,5,5,5
2,"FRK2",2,3,10,0,0,1,5,5,6,6,6,6
2,"FRJ2",3,8,8,3,2,1,5,1,6,6,6,6
2,"FRD2",4,1,5,2,4,1,5,1,5,5,5,5
2,"FRF3",0,0,5,0,0,2,5,5,6,8,8,8
2,"FRH0",5,6,6,5,4,1,4,2,5,5,5,6
2,"FRH0",8,7,8,5,5,2,5,2,5,5,5,5
2,"FRI2",5,5,5,5,5,1,5,1,6,6,6,6
2,"FRE2",6,8,9,7,6,2,5,2,6,6,6,6
2,"FR10",6,6,7,7,6,2,5,3,4,4,4,6
2,"FRJ1",0,8,8,8,8,1,4,1,6,6,6,6
2,"FRF3",7,9,8,3,4,1,5,3,6,4,6,6
2,"FRB0",8,9,6,6,4,1,5,2,4,6,6,6
2,"FRG0",5,4,4,5,3,1,5,1,6,6,6,6
2,"FRF1",2,2,8,5,5,2,5,2,6,5,5,5
2,"FRI3",6,8,8,6,5,1,5,2,6,5,6,6
2,"FR10",6,5,7,2,3,1,5,1,5,4,4,6
2,"FRF2",5,5,7,6,4,1,4,2,5,4,4,4
2,"FRJ1",2,3,6,5,5,1,5,1,6,6,6,6
2,"FRF2",2,5,6,4,4,1,5,1,5,6,6,6
2,"FRH0",0,0,7,0,0,1,5,1,5,6,6,6
2,"FRK2",7,7,7,7,5,1,5,1,6,6,6,6
2,"FRE1",2,7,8,5,7,2,4,4,3,6,6,6
2,"FRE2",5,5,6,6,6,1,5,1,6,4,5,6
2,"FRD1",5,7,3,6,4,2,2,2,4,5,5,5
2,"FRF2",2,7,8,5,5,1,5,3,4,6,6,6
2,"FRF1",4,3,8,4,5,2,5,4,4,5,5,5
2,"FRE2",1,1,4,1,1,2,4,3,5,6,6,6
2,"FRC1",2,4,5,5,4,3,2,2,5,5,5,5
2,"FRF3",8,10,10,5,7,4,5,5,3,3,3,3
2,"FRK2",0,5,8,0,0,1,5,1,6,6,6,6
2,"FRI2",3,5,8,5,5,2,2,5,8,8,8,5
2,"FRK2",3,5,5,3,3,2,3,4,4,4,5,5
2,"FRI3",5,3,8,4,4,1,5,1,3,5,6,6
2,"FR10",3,1,8,7,6,1,4,5,3,3,3,5
2,"FRE1",5,7,8,8,6,2,5,1,5,5,5,5
2,"FRE1",0,7,3,0,0,3,3,5,6,4,5,6
