"regunit","region","trstprl","trstlgl","trstplc","trstplt","trstprt","freehms","hmsfmlsh","hmsacld","eqwrkbg","eqpolbg","eqmgmbg","eqpaybg"
2,"PT18",6,6,8,3,3,2,3,3,6,6,6,6
2,"PT11",6,8,8,2,3,1,4,2,6,6,6,6
2,"PT11",0,88,8,1,0,2,2,4,6,3,8,6
2,"PT17",3,2,4,0,0,2,2,4,6,4,5,6
2,"PT17",5,3,3,0,0,3,2,4,6,8,8,6
2,"PT11",88,88,88,88,88,1,5,1,8,8,6,6
2,"PT16",4,3,5,5,3,2,3,3,6,3,3,3
2,"PT18",0,0,2,0,0,1,4,8,6,6,6,6
2,"PT11",10,2,7,7,9,1,5,1,6,6,6,6
2,"PT11",5,5,5,5,5,2,5,2,6,6,6,6
2,"PT11",3,3,3,0,0,1,5,1,6,6,6,6
2,"PT16",8,8,8,7,7,2,3,2,5,5,5,5
2,"PT11",1,0,10,1,1,1,4,1,6,6,6,6
2,"PT17",8,7,7,6,5,1,5,2,6,6,6,6
2,"PT17",4,2,6,2,2,2,7,2,6,5,6,6
2,"PT16",1,1,7,1,1,3,4,3,5,5,5,5
2,"PT17",6,7,7,8,8,3,3,3,6,6,6,6
2,"PT16",6,6,6,4,4,1,5,1,6,6,6,6
2,"PT18",6,5,8,6,6,2,4,1,6,6,3,6
2,"PT17",0,2,2,0,0,1,5,7,6,6,6,6
2,"PT11",8,5,10,1,1,1,5,1,6,6,6,6
2,"PT11",10,6,10,7,7,2,4,2,6,6,6,6
2,"PT11",3,5,5,3,3,1,5,1,5,5,5,5
2,"PT17",7,6,5,5,6,2,2,2,3,4,4,4
2,"PT16",5,5,8,4,4,3,2,5,6,4,4,5
2,"PT11",5,5,8,5,5,1,5,2,5,6,6,6
2,"PT11",2,7,2,1,1,1,4,1,3,2,3,3
2,"PT16",5,9,10,2,3,2,4,4,5,6,5,6
2,"PT16",4,5,6,4,3,2,4,2,6,6,6,6
2,"PT16",10,0,10,5,5,1,5,2,6,5,5,5
2,"PT11",0,5,9,0,0,2,4,5,6,3,3,6
2,"PT11",0,2,5,0,0,1,5,1,6,6,6,6
2,"PT17",0,0,0,0,0,2,4,4,5,4,4,4
2,"PT16",5,88,8,3,3,8,8,8,6,6,6,6
2,"PT16",3,4,6,3,3,1,5,1,6,6,6,6
2,"PT17",5,7,7,5,4,1,5,1,6,6,6,6
2,"PT11",0,0,4,0,0,1,5,1,6,3,3,6
2,"PT11",7,4,6,5,5,1,5,1,6,6,6,6
2,"PT11",1,88,2,0,0,2,4,2,6,5,5,5
2,"PT17",5,5,5,3,4,3,2,5,5,5,5,5
2,"PT15",6,5,7,4,4,3,2,4,6,6,6,5
2,"PT16",8,9,8,6,5,5,1,1,6,6,6,6
2,"PT15",7,5,7,4,4,2,2,4,5,5,5,5
2,"PT11",3,4,5,2,2,3,3,4,5,5,5,4
2,"PT11",2,7,7,1,3,1,5,4,6,6,6,6
2,"PT17",10,9,8,9,9,2,2,3,3,3,3,3
2,"PT17",6,6,7,0,0,1,5,3,6,6,6,6
2,"PT11",5,6,10,2,2,1,5,3,6,6,6,6
2,"PT11",5,6,8,3,3,2,4,2,6,6,6,6
2,"PT16",5,5,5,5,5,1,5,1,6,6,6,6
2,"PT16",5,88,9,5,5,2,4,3,6,6,5,5
2,"PT11",8,6,7,4,4,1,4,1,5,4,4,4
2,"PT15",7,7,6,5,5,2,2,4,5,5,5,5
2,"PT11",8,6,8,4,6,3,4,4,3,4,5,4
2,"PT16",3,4,6,2,2,2,4,2,6,6,6,6
2,"PT17",10,10,10,8,8,2,4,7,6,4,4,5
2,"PT17",4,4,4,4,4,2,4,3,6,6,6,6
2,"PT11",5,5,5,5,5,1,7,1,6,6,6,6
2,"PT16",5,3,2,2,3,8,8,8,5,5,5,4
2,"PT17",2,1,7,3,3,2,5,2,6,6,6,6
2,"PT11",0,2,5,0,0,2,4,2,6,6,6,6
2,"PT11",6,3,2,1,1,2,5,2,6,6,6,5
2,"PT16",3,2,5,2,2,3,3,4,6,6,5,5
2,"PT11",5,5,5,4,4,3,3,3,5,5,5,6
2,"PT16",5,5,5,1,1,2,5,3,6,6,6,6
2,"PT18",5,3,8,3,3,2,4,3,6,6,6,5
2,"PT17",8,5,7,4,4,2,5,2,6,6,6,6
2,"PT17",5,6,7,5,5,3,5,4,6,6,6,6
2,"PT11",4,3,5,2,2,1,4,1,6,5,4,4
2,"PT16",0,0,0,0,0,4,2,4,4,8,8,5
2,"PT11",2,0,7,0,0,2,5,2,6,6,6,6
2,"PT17",3,0,5,3,3,3,5,5,6,6,6,6
2,"PT17",1,3,8,0,2,2,4,4,6,6,6,6
2,"PT16",4,1,3,2,1,3,3,5,5,4,6,6
2,"PT16",8,7,8,7,7,2,3,2,6,6,6,6
2,"PT16",5,2,5,1,2,2,2,2,6,5,6,6
2,"PT11",2,3,8,1,1,1,5,3,6,6,6,6
2,"PT15",7,6,7,5,5,2,2,4,5,5,5,5
2,"PT16",2,88,5,2,2,3,2,4,8,8,8,8
2,"PT17",6,3,3,4,6,2,4,4,5,5,5,6
2,"PT16",1,0,5,0,0,2,4,2,3,3,3,3
2,"PT17",8,8,8,6,5,3,4,5,6,6,6,6
2,"PT16",5,3,7,3,3,8,8,8,6,6,6,6
2,"PT11",0,0,0,0,0,2,5,2,6,6,6,6
2,"PT15",5,5,7,5,5,2,2,4,5,5,5,5
2,"PT17",5,5,8,3,5,1,5,1,6,6,6,6
2,"PT17",6,4,4,5,5,1,5,1,6,6,6,6
2,"PT17",5,5,9,2,2,2,4,7,7,3,3,3
2,"PT18",8,5,8,5,5,3,2,5,6,6,6,6
2,"PT17",8,8,8,5,6,1,5,1,6,6,3,6
2,"PT17",5,5,7,0,0,1,5,1,6,6,6,6
2,"PT16",4,5,6,3,3,2,4,3,4,4,4,4
2,"PT17",6,5,7,6,6,1,5,1,6,6,6,6
2,"PT16",1,1,5,10,10,2,4,2,6,6,6,6
2,"PT11",9,7,3,3,3,3,4,2,6,6,5,6
2,"PT17",7,7,2,5,5,1,5,2,6,6,6,6
2,"PT17",88,5,2,2,2,1,5,2,5,5,5,6
2,"PT16",1,88,9,0,0,2,2,4,6,8,8,6
2,"PT17",5,5,7,5,5,3,8,5,6,6,6,6
2,"PT17",2,5,9,1,1,1,5,2,6,6,6,6
2,"PT16",0,0,5,0,0,1,5,1,6,8,6,6
2,"PT16",6,7,6,6,6,1,4,2,6,6,6,6
2,"PT16",4,4,7,1,1,1,5,3,5,6,6,6
2,"PT11",5,8,8,5,5,1,5,2,6,4,6,6
2,"PT11",1,1,4,1,1,2,4,2,6,6,6,6
2,"PT11",6,7,7,4,4,2,5,2,6,6,6,6
2,"PT17",5,5,10,2,2,1,5,1,6,6,6,3
2,"PT16",3,3,8,3,3,2,2,5,6,6,6,6
2,"PT17",7,5,7,4,4,2,5,2,5,5,5,5
2,"PT11",5,5,7,0,2,1,5,1,6,6,6,6
2,"PT16",0,2,8,0,0,2,4,2,6,4,4,4
2,"PT17",5,5,10,5,5,2,4,2,4,6,5,5
2,"PT17",7,3,5,3,3,7,7,5,6,6,6,6
2,"PT11",5,5,7,5,5,1,5,2,6,6,6,6
2,"PT11",5,5,7,5,5,1,4,2,6,5,6,8
2,"PT16",8,8,8,5,5,2,4,3,6,4,6,6
2,"PT17",5,2,7,4,4,2,4,4,6,6,6,6
2,"PT11",4,4,6,5,5,2,2,5,6,6,6,6
2,"PT16",0,7,7,2,2,1,4,1,6,6,6,6
2,"PT11",2,2,4,4,4,1,3,5,5,5,5,5
2,"PT17",7,8,9,6,5,1,5,1,6,6,6,6
2,"PT17",7,5,9,3,6,1,5,4,4,5,4,5
2,"PT11",5,3,7,2,2,2,4,2,6,6,6,6
2,"PT17",1,1,4,0,0,2,4,2,6,6,6,6
2,"PT16",5,5,5,5,5,1,5,1,5,5,5,5
2,"PT16",3,2,1,1,1,1,5,1,6,6,6,6
2,"PT11",5,5,8,5,5,2,7,2,6,6,6,6
2,"PT16",3,2,4,2,2,3,3,5,6,6,6,6
2,"PT17",2,7,10,3,2,1,1,1,6,6,6,6
2,"PT11",4,7,6,4,4,1,4,1,6,4,4,4
2,"PT11",0,0,0,0,0,5,2,5,3,3,3,3
2,"PT11",6,5,7,5,5,2,4,4,5,5,5,5
2,"PT17",8,5,10,5,4,1,5,1,6,6,6,6
2,"PT16",0,0,0,0,0,2,8,3,6,6,6,6
2,"PT11",4,6,7,4,4,1,5,5,6,6,5,6
2,"PT16",8,3,8,5,5,3,4,2,6,6,6,6
2,"PT16",1,3,7,1,1,1,5,1,6,6,6,6
2,"PT16",88,6,6,3,3,2,3,2,3,2,2,6
2,"PT17",5,6,6,3,3,2,5,2,6,6,6,6
2,"PT18",3,3,9,4,4,5,3,3,6,6,6,6
2,"PT11",4,3,5,1,2,1,5,1,6,6,6,6
2,"PT11",5,6,6,4,4,1,5,1,6,6,6,6
2,"PT17",5,6,8,5,5,2,5,2,6,6,6,6
2,"PT16",5,4,9,4,4,2,4,4,6,3,5,6
2,"PT17",8,8,9,8,8,3,7,4,3,5,6,6
2,"PT11",3,3,5,2,2,1,5,1,6,6,6,6
2,"PT11",6,7,7,4,4,2,4,2,6,6,6,6
2,"PT11",8,8,8,7,8,1,5,1,6,5,5,6
2,"PT17",7,5,8,4,4,2,5,2,6,6,6,6
2,"PT15",8,7,7,7,7,2,2,2,6,6,6,6
2,"PT17",8,3,9,5,3,1,5,2,6,6,6,6
2,"PT17",5,4,6,2,3,3,4,3,3,3,3,3
2,"PT17",9,8,9,5,5,1,2,5,6,6,6,6
2,"PT11",3,3,7,0,0,1,5,3,6,6,6,6
2,"PT11",4,3,5,2,2,3,3,3,5,5,6,5
2,"PT16",4,4,8,4,4,1,5,1,6,6,6,6
2,"PT17",2,1,7,1,1,1,5,1,6,4,5,5
2,"PT17",4,2,10,10,2,2,4,2,5,2,0,5
2,"PT17",5,5,8,5,5,2,4,5,6,3,3,3
2,"PT16",5,5,7,5,5,2,2,2,4,5,5,5
2,"PT16",3,3,7,1,0,2,4,2,6,6,6,6
2,"PT11",2,3,2,1,1,3,3,3,5,5,5,5
2,"PT11",5,5,5,5,5,2,5,2,0,0,0,6
2,"PT17",88,88,6,4,4,2,5,2,6,6,6,6
2,"PT11",0,4,4,0,0,1,5,1,6,6,6,6
2,"PT11",4,3,7,3,3,2,4,4,6,6,6,6
2,"PT11",3,6,7,3,3,2,3,4,4,4,4,4
2,"PT16",88,2,2,0,0,2,4,3,6,6,8,5
2,"PT16",3,4,5,0,0,3,2,4,6,4,4,6
2,"PT18",4,2,9,3,3,2,5,2,5,4,4,4
2,"PT16",3,7,8,3,3,2,5,2,5,5,5,5
2,"PT17",5,4,7,2,2,8,8,8,6,8,8,5
2,"PT17",8,7,9,9,5,1,5,3,4,4,3,3
2,"PT11",5,7,10,7,4,2,4,2,5,4,4,6
2,"PT11",5,5,8,5,5,1,5,2,6,6,6,6
2,"PT17",3,4,4,1,1,3,3,2,6,6,6,6
2,"PT16",6,6,7,3,3,2,2,2,6,5,5,5
2,"PT11",4,4,7,3,3,1,4,2,5,6,6,6
2,"PT16",88,88,8,5,5,2,5,2,6,6,6,6
2,"PT11",2,0,2,0,0,4,2,4,4,6,6,6
2,"PT17",5,5,5,6,5,2,2,8,6,6,6,6
2,"PT11",0,0,5,0,0,2,4,2,6,6,5,8
2,"PT17",5,2,4,0,0,2,5,5,6,6,6,6
2,"PT17",7,7,9,3,4,3,2,4,6,6,6,6
2,"PT11",8,5,7,5,5,2,4,3,6,5,5,5
2,"PT17",77,1,8,0,0,1,5,3,6,6,6,6
2,"PT11",0,0,0,0,0,2,4,2,6,6,6,6
2,"PT16",5,0,7,0,1,3,1,5,3,3,3,3
2,"PT16",2,2,2,2,2,2,4,2,6,6,6,6
2,"PT16",0,2,6,0,0,4,2,7,6,3,3,3
2,"PT17",7,8,8,0,0,2,5,2,6,5,6,6
2,"PT17",2,2,9,2,2,1,5,1,5,5,5,5
2,"PT16",0,1,5,0,0,2,4,2,6,6,6,6
2,"PT17",5,5,7,5,5,4,8,5,6,6,6,6
2,"PT11",0,0,0,0,0,1,4,1,6,6,6,6
2,"PT16",5,5,5,0,0,2,4,2,6,6,6,6
2,"PT16",5,5,5,4,4,2,4,3,6,3,3,6
2,"PT17",10,10,10,9,9,1,3,5,6,6,4,6
2,"PT11",3,8,8,2,2,1,5,1,3,3,3,3
2,"PT11",6,5,7,5,5,1,4,2,4,5,5,5
2,"PT16",5,5,6,5,5,2,3,4,6,6,6,6
2,"PT16",3,0,3,0,0,2,3,4,6,6,6,6
2,"PT16",5,3,5,2,2,3,3,4,5,6,5,5
2,"PT17",8,5,10,3,5,1,5,1,0,3,3,0
2,"PT17",8,7,7,8,8,2,2,5,6,6,1,6
2,"PT16",0,1,3,1,1,3,4,3,5,5,5,5
2,"PT16",6,7,8,6,6,2,3,2,6,6,6,6
2,"PT17",3,6,6,2,2,1,5,1,3,3,3,3
2,"PT11",5,3,8,4,4,1,4,2,6,6,6,6
2,"PT11",8,8,10,5,5,1,4,2,6,6,6,6
2,"PT11",3,2,6,3,2,2,4,1,3,4,5,4
2,"PT16",5,5,5,5,5,1,5,1,6,6,6,6
2,"PT17",5,5,7,2,2,2,4,2,6,6,6,6
2,"PT11",9,8,8,6,6,2,3,2,5,5,5,6
2,"PT11",3,4,6,2,2,5,5,5,5,4,4,4
2,"PT16",5,5,4,0,0,3,4,2,5,4,4,6
2,"PT17",5,2,7,1,1,1,5,5,6,5,6,6
2,"PT11",7,7,7,5,5,2,5,5,6,6,6,6
2,"PT16",8,7,10,8,8,2,4,3,6,6,6,6
2,"PT17",6,4,6,1,0,4,2,5,6,4,5,5
2,"PT17",5,7,10,2,2,1,5,3,6,6,6,6
2,"PT16",2,5,4,2,2,1,5,2,6,6,6,6
2,"PT11",3,5,5,3,3,3,5,5,6,6,6,6
2,"PT17",0,0,5,0,0,8,2,5,4,5,5,6
2,"PT11",5,4,3,3,3,1,5,1,6,6,6,6
2,"PT11",5,5,7,0,0,2,4,2,6,3,8,6
2,"PT11",77,77,77,77,77,8,8,8,4,7,7,5
2,"PT11",7,7,7,5,5,1,7,1,6,6,6,6
2,"PT17",3,6,8,3,3,2,7,1,5,3,3,5
2,"PT17",6,7,7,2,2,2,5,2,6,6,6,6
2,"PT17",5,5,9,3,1,1,5,4,6,6,6,6
2,"PT11",2,5,5,0,0,2,2,8,5,5,5,6
2,"PT17",5,7,8,0,0,1,5,1,6,6,6,6
2,"PT18",3,5,8,1,1,3,3,3,6,6,6,6
2,"PT17",5,6,7,0,0,2,3,4,6,6,6,5
2,"PT11",8,5,7,1,3,4,3,2,8,8,8,8
2,"PT17",7,8,9,7,5,1,5,1,6,3,6,6
2,"PT17",6,8,6,5,5,2,4,4,6,6,6,6
2,"PT17",6,2,8,5,4,2,4,2,6,6,6,6
2,"PT17",5,5,6,6,6,2,4,2,6,6,6,6
2,"PT11",4,7,7,3,0,1,5,1,6,6,6,6
2,"PT11",6,6,6,6,6,2,2,3,2,3,2,5
2,"PT16",4,4,5,2,0,3,2,3,5,5,6,6
2,"PT17",8,9,9,2,2,2,4,2,6,6,6,6
2,"PT16",2,2,5,1,1,3,3,2,6,6,6,6
2,"PT11",0,5,5,0,0,2,3,5,6,6,6,6
2,"PT16",2,3,9,2,2,1,5,2,5,5,5,5
2,"PT16",3,4,7,1,1,2,2,3,6,4,6,6
2,"PT17",8,8,9,7,7,1,5,1,6,6,6,6
2,"PT11",9,8,8,8,7,2,5,1,6,6,6,6
2,"PT16",5,6,8,3,3,2,5,2,6,6,6,6
2,"PT11",5,6,7,0,0,1,5,1,5,5,5,5
2,"PT18",2,4,5,0,0,2,4,3,6,6,6,6
2,"PT11",1,4,5,0,0,3,2,4,6,5,5,6
2,"PT11",1,1,3,1,1,2,4,2,6,5,6,6
2,"PT11",6,6,7,4,4,1,5,3,6,6,6,6
2,"PT16",3,3,6,1,1,1,5,1,6,3,3,6
2,"PT16",3,4,4,3,3,4,2,4,3,3,3,3
2,"PT11",8,8,10,4,4,8,3,5,4,4,4,4
2,"PT11",4,6,8,3,4,2,4,2,6,5,5,5
2,"PT16",5,4,4,0,0,4,2,4,2,0,0,0
2,"PT11",1,0,3,0,3,2,4,4,4,3,6,6
2,"PT11",6,7,8,4,4,1,4,1,5,4,4,4
2,"PT11",7,8,10,7,7,2,4,2,6,6,4,6
2,"PT11",6,6,7,2,5,1,5,1,6,6,6,6
2,"PT17",5,9,10,1,4,1,5,2,4,5,5,4
2,"PT11",88,6,6,0,0,1,5,1,6,6,6,6
2,"PT17",5,5,6,4,4,2,5,4,6,6,6,6
2,"PT11",8,8,8,5,5,2,2,3,4,5,4,4
2,"PT18",2,2,5,0,1,1,5,1,6,6,6,6
2,"PT16",1,1,9,1,1,3,8,3,5,5,5,5
2,"PT17",5,8,8,3,3,2,5,4,5,5,5,5
2,"PT16",4,4,6,4,4,1,5,1,6,6,6,6
2,"PT17",2,4,8,1,1,1,5,3,3,4,4,3
2,"PT17",6,4,7,5,5,2,4,2,6,6,6,6
2,"PT17",8,8,7,4,5,1,5,1,6,6,6,6
2,"PT15",3,3,7,3,3,2,2,4,5,5,5,5
2,"PT16",3,5,8,3,3,2,3,3,6,6,6,6
2,"PT16",1,1,1,1,1,2,4,2,3,4,5,4
2,"PT16",5,4,8,4,4,1,5,1,6,6,6,6
2,"PT17",8,7,8,7,7,3,2,2,3,3,3,3
2,"PT16",2,4,5,0,0,2,4,1,6,6,6,6
2,"PT18",1,1,5,0,0,2,3,3,6,6,6,6
2,"PT16",3,1,6,3,3,2,4,4,6,5,5,6
2,"PT15",7,6,8,5,5,4,2,4,5,5,5,5
2,"PT11",0,0,7,0,0,8,2,8,3,5,4,4
2,"PT16",88,5,7,5,88,1,5,1,6,8,4,6
2,"PT16",4,4,4,4,4,1,3,1,6,6,6,6
2,"PT15",5,5,7,5,5,2,2,4,5,5,5,5
2,"PT18",1,0,6,0,0,1,5,1,6,6,6,6
2,"PT11",0,0,0,0,0,2,5,1,5,4,6,6
2,"PT11",5,2,5,1,0,2,4,1,2,2,3,2
2,"PT11",5,0,9,0,0,2,5,2,6,6,6,6
2,"PT11",0,0,8,0,0,2,3,5,5,3,3,5
2,"PT11",5,5,7,5,5,2,4,2,6,5,6,6
2,"PT11",5,5,5,0,0,1,5,1,6,5,6,6
2,"PT16",5,5,5,0,0,3,3,4,5,4,5,6
2,"PT11",6,8,8,5,4,1,5,1,6,6,6,6
2,"PT17",88,5,7,0,0,3,3,5,8,5,8,6
2,"PT11",0,0,0,0,0,1,4,4,5,5,5,5
2,"PT17",10,8,7,8,6,3,2,2,3,3,3,3
2,"PT15",7,7,8,5,5,2,4,2,6,5,5,6
2,"PT11",2,2,6,2,2,1,5,5,6,6,6,6
2,"PT11",1,2,4,0,1,1,4,1,5,3,3,3
2,"PT11",6,6,7,4,5,2,4,2,6,6,6,6
2,"PT16",8,3,5,5,5,1,5,1,6,6,6,6
2,"PT17",5,6,8,2,2,1,5,1,6,6,5,5
2,"PT16",3,5,8,0,0,1,5,1,6,6,6,6
2,"PT11",8,7,9,6,7,1,5,2,6,4,6,6
2,"PT15",7,7,7,5,5,2,2,4,6,6,6,6
2,"PT11",3,3,7,1,0,2,5,4,4,4,4,5
2,"PT11",5,0,10,10,2,1,5,1,5,4,3,5
2,"PT16",6,4,6,5,4,3,5,4,6,6,6,6
2,"PT18",7,8,6,3,2,5,1,5,6,3,3,3
2,"PT17",7,3,6,0,0,1,5,1,6,6,6,6
2,"PT17",1,1,8,9,1,7,7,7,6,6,3,3
2,"PT17",7,7,8,4,4,1,5,3,5,6,6,5
2,"PT17",3,1,9,1,1,1,7,1,5,5,5,6
2,"PT17",5,0,9,0,3,1,5,3,6,6,6,3
2,"PT11",7,7,2,3,0,1,5,1,6,6,6,6
2,"PT11",5,5,6,5,5,2,3,2,6,6,6,6
2,"PT18",7,6,5,6,5,3,2,5,6,4,3,4
2,"PT17",88,88,88,6,88,2,5,2,6,6,6,6
2,"PT11",4,6,8,3,3,1,5,1,4,4,5,6
2,"PT18",3,2,7,3,3,1,5,3,6,4,5,6
2,"PT16",3,1,8,0,0,1,4,5,6,6,6,6
2,"PT18",2,2,2,2,2,2,2,2,6,6,6,6
2,"PT17",8,6,8,5,5,1,5,2,6,6,6,6
2,"PT16",1,2,6,1,1,3,3,4,5,4,5,5
2,"PT17",4,4,6,2,0,1,4,8,6,6,6,6
2,"PT16",4,6,6,2,2,4,3,4,6,6,6,6
2,"PT11",5,8,8,1,1,2,5,2,6,6,6,6
2,"PT11",8,8,8,8,6,1,5,2,4,5,4,5
2,"PT16",3,3,1,1,1,1,4,1,6,6,6,6
2,"PT11",0,6,7,0,0,1,5,1,6,6,6,6
2,"PT11",4,7,6,0,0,2,3,3,8,8,8,8
2,"PT18",4,4,8,4,5,5,2,5,6,5,5,5
2,"PT11",5,5,4,4,4,1,5,1,6,4,6,4
2,"PT11",0,0,5,0,0,1,5,5,6,6,6,6
2,"PT17",8,7,8,7,7,2,5,2,6,6,6,6
2,"PT17",4,4,8,3,3,2,5,2,6,6,6,6
2,"PT18",5,2,5,0,0,1,4,2,6,6,6,6
2,"PT11",5,7,8,4,5,2,4,3,4,3,3,4
2,"PT11",3,3,4,2,3,3,3,3,4,4,4,4
2,"PT11",0,5,10,0,0,1,5,1,6,6,6,6
2,"PT16",7,5,7,3,2,3,3,3,6,5,4,5
2,"PT17",77,77,9,0,0,1,7,4,6,3,6,6
2,"PT17",2,3,3,1,2,1,4,2,5,5,6,6
2,"PT18",0,1,4,0,0,2,5,5,6,4,3,6
2,"PT11",5,5,7,1,1,4,2,4,4,5,5,5
2,"PT16",5,5,8,5,5,2,5,2,6,6,6,6
2,"PT11",3,2,4,2,2,4,3,4,5,5,6,6
2,"PT11",5,3,7,1,5,2,4,3,6,6,4,4
2,"PT17",0,0,8,0,0,2,4,3,6,6,6,6
2,"PT11",1,0,2,0,0,1,5,1,6,6,6,6
2,"PT11",3,3,8,0,0,3,4,4,6,6,6,6
2,"PT17",88,88,8,2,2,2,5,5,6,4,6,6
2,"PT11",3,3,8,0,0,1,5,1,4,4,4,4
2,"PT16",7,5,7,7,7,1,4,2,6,6,6,6
2,"PT16",1,5,8,1,1,1,5,1,6,6,6,6
2,"PT11",5,5,6,2,2,1,5,2,6,6,6,6
2,"PT17",4,4,4,2,2,1,5,1,6,6,6,6
2,"PT16",7,6,5,4,4,2,4,2,5,5,5,6
2,"PT16",5,5,6,3,4,2,4,2,6,3,6,6
2,"PT11",8,5,4,5,5,3,3,5,6,5,5,6
2,"PT11",0,0,5,0,0,1,7,1,6,3,3,6
2,"PT11",9,7,9,5,4,2,5,5,6,6,6,6
2,"PT15",3,4,7,3,3,4,2,4,5,4,5,4
2,"PT16",6,7,9,7,7,2,5,2,6,6,6,6
2,"PT18",7,5,7,3,1,1,5,1,6,6,6,6
2,"PT17",7,6,9,6,5,2,4,3,6,4,4,5
2,"PT11",3,4,8,0,0,1,4,1,6,6,6,6
2,"PT17",5,5,8,4,4,2,3,2,6,6,6,6
2,"PT11",6,6,8,3,3,2,5,2,6,6,6,6
2,"PT11",5,4,8,5,6,1,5,1,6,6,6,6
2,"PT15",7,7,8,6,6,2,2,4,6,6,6,6
2,"PT11",5,7,7,4,4,2,4,2,6,6,6,6
2,"PT11",0,0,7,0,0,3,4,3,5,5,6,6
2,"PT17",8,7,8,7,8,2,4,2,6,6,6,6
2,"PT15",4,4,6,3,3,2,4,2,5,6,6,6
2,"PT17",5,5,5,5,5,1,5,1,6,6,6,6
2,"PT17",3,0,2,1,2,1,8,5,6,6,6,6
2,"PT17",3,0,4,0,0,1,4,5,6,6,6,6
2,"PT16",5,1,6,1,1,2,4,2,6,5,5,5
2,"PT16",6,6,8,2,1,2,5,2,6,5,5,4
2,"PT17",6,1,8,0,0,1,5,3,6,6,6,6
2,"PT17",88,88,8,5,5,2,5,2,6,6,6,6
2,"PT11",8,6,8,5,4,2,4,4,6,5,5,5
2,"PT17",6,6,8,4,4,2,5,5,6,6,6,6
2,"PT17",6,9,9,5,5,2,5,2,6,6,6,6
2,"PT17",7,4,3,3,6,1,5,1,5,6,6,6
2,"PT11",0,0,8,0,0,2,4,2,6,6,6,6
2,"PT16",4,5,7,3,3,2,4,4,5,6,6,6
2,"PT17",5,4,6,5,5,1,5,3,6,6,6,6
2,"PT16",4,5,7,3,3,1,5,1,6,6,4,6
2,"PT17",7,6,8,5,5,2,4,4,6,6,6,6
2,"PT11",4,1,8,3,3,2,2,2,5,5,5,6
2,"PT11",4,3,6,3,3,3,4,3,6,6,6,6
2,"PT17",0,0,9,0,1,1,4,2,6,6,6,6
2,"PT18",0,2,6,0,0,1,5,5,6,7,6,6
2,"PT16",1,3,6,1,1,2,4,3,6,6,5,5
2,"PT11",4,4,6,3,3,2,5,1,6,6,6,6
2,"PT16",0,5,7,0,0,2,4,2,6,6,6,6
2,"PT16",8,2,8,2,2,2,4,3,6,6,6,6
2,"PT17",3,4,6,2,2,1,5,1,4,6,6,6
2,"PT18",6,0,4,0,0,3,4,3,4,3,3,3
2,"PT11",88,5,4,3,3,2,4,3,6,6,5,6
2,"PT11",3,2,4,3,3,3,3,3,6,6,6,6
2,"PT16",0,0,8,0,0,2,3,4,6,6,6,6
2,"PT16",5,5,6,1,1,2,5,2,6,6,6,6
2,"PT17",7,4,7,4,4,1,5,2,6,6,6,6
2,"PT16",0,0,5,0,0,3,4,3,6,6,6,6
2,"PT11",6,7,6,3,3,2,4,4,5,6,5,6
2,"PT16",8,10,10,6,6,2,3,3,6,6,6,6
2,"PT11",1,2,3,1,1,3,3,3,5,5,5,5
2,"PT11",10,7,9,8,6,3,2,2,6,6,6,6
2,"PT11",3,5,5,0,0,1,5,1,5,5,5,5
2,"PT11",6,7,7,4,4,2,4,2,6,5,5,5
2,"PT11",4,88,77,0,0,2,4,2,6,2,4,5
2,"PT16",1,7,7,1,1,1,5,1,6,6,6,6
2,"PT11",5,3,7,0,0,1,5,1,6,6,6,6
2,"PT16",5,2,2,0,0,2,4,2,4,4,3,6
2,"PT11",3,88,3,2,1,3,1,4,3,3,3,3
2,"PT17",8,9,9,9,9,2,5,1,6,6,6,6
2,"PT11",7,4,8,7,6,3,2,3,3,3,3,4
2,"PT16",5,5,6,2,2,1,4,2,6,6,6,6
2,"PT11",5,5,7,5,5,2,5,5,6,6,6,6
2,"PT11",3,3,3,2,2,2,2,4,5,4,4,4
2,"PT18",9,0,9,8,7,1,5,1,6,6,3,3
2,"PT16",0,3,0,0,0,4,1,5,6,3,3,4
2,"PT18",2,4,8,1,1,3,3,3,6,6,6,6
2,"PT16",2,88,8,2,2,2,3,8,3,4,5,5
2,"PT18",3,2,8,2,2,3,1,5,6,5,6,6
2,"PT17",3,3,3,3,3,2,5,4,6,6,6,6
2,"PT17",8,8,8,6,6,2,4,2,6,6,6,6
2,"PT11",0,0,5,0,0,2,7,1,6,6,6,8
2,"PT11",3,6,6,3,3,2,2,2,4,4,4,3
2,"PT18",2,3,8,2,2,1,5,3,6,6,6,3
2,"PT18",6,7,7,4,3,1,5,1,5,5,5,5
2,"PT16",5,4,5,4,3,2,4,2,6,6,6,6
2,"PT16",0,0,0,0,0,3,2,4,5,8,8,6
2,"PT16",5,4,3,2,2,2,4,3,5,5,5,5
2,"PT11",5,0,9,0,0,2,4,2,6,3,6,6
2,"PT18",4,5,7,2,2,2,4,4,6,6,6,6
2,"PT17",5,5,5,5,5,2,5,2,6,6,6,6
2,"PT15",8,7,7,5,5,2,4,2,6,6,6,6
2,"PT11",6,4,7,5,6,1,5,2,6,6,6,6
2,"PT18",4,3,5,3,3,2,4,2,6,6,6,6
